id,title,overview,tagline,genres,keywords,director,writers,cast
987032,The Way to the Heart,"Ava, an award-winning chef at a big-city restaurant, has lost her spark. Her boss sends her out to find herself to save her menu and her job. She returns home and finds little to inspire her, but when she reunites with her childhood friend Logan, Ava has to get her head out of the clouds and her foot out of her mouth to rediscover her passion for food.",,"['Drama', 'Comedy']","['cooking', 'chef', 'culinary arts', 'father daughter relationship']",Wendy Ord,['Alexa Gilker'],"['Meghan Heffern', 'Peter Graham', 'Jon Cor', 'Sydney Hendricks', 'Bob Blumer', 'Will Taylor', 'Sandra Clermont', 'Anna Jacyszyn', 'Ethan Ready', 'William Kuklis']"
484133,Nude,NUDE explores perceptions of nudity in art by chronicling the creative process of photographer David Bellemere as he's commissioned by NU Muses founder Steve Shaw to shoot a fine art calendar of nude photographs.,A body of work.,['Documentary'],"['photography', 'softcore', 'creative process', 'nude photography']",Tony Sacco,[],"['David Bellemere', 'Steve Shaw', 'Rachel Cook', 'Jessica Clements', 'Ebonee Davis', 'Jeannie Park', 'Janine Tugonon', 'Keilani Asmus', 'Thais Bellemere', 'Eva Biechy']"
730647,Break the Silence: The Movie,"K-pop sensation BTS embark on their 2019 'Love Yourself: Speak Yourself' Tour, as the seven members begin to candidly tell personal stories they have never voiced before.",Borahae.,"['Music', 'Documentary']","['pop star', 'pop music', 'concert film', 'boy band', 'k-pop']",Park Jun-soo,[],"['RM', 'Jin', 'SUGA', 'j-hope', 'Jimin', 'V', 'Jung Kook']"
1632181,Accidental Partners,Two women discover they were both scammed by the same man (who also got them pregnant). They form an alliance to take revenge.,,"['Comedy', 'Romance']",[],Ihtzi Hurtado,"['Ihtzi Hurtado', 'Paulina Barros', 'Mariana Palos', 'Miguel García Moreno', 'Carmen Castro', 'Carlos Tobías Gambia']","['Angelique Boyer', 'Bárbara de Regil', 'Diego Klein', 'Lucía Uribe', 'Isabella Camil', 'Gabriela Platas', 'Laura Flores', 'Elena Pérez', 'César Rodríguez', 'Rolando Breme']"
1007757,Swapped,"A small woodland creature and a majestic bird, two natural sworn enemies of the Valley, magically trade places and set off on an adventure of a lifetime to switch back. Their journey soon uncovers a greater threat—one that could endanger not only their species, but the entire valley they call home.",Transform your destiny.,"['Adventure', 'Animation', 'Family', 'Fantasy']","['wolf', 'buddy', 'forest fire', 'woodlands', 'forest lore', 'bird', '3d animation', 'body swap', 'animal adventure']",Nathan Greno,"['Christian Magalhaes', 'Nathan Greno', 'Robert Snow', 'John Whittington', 'Adam J. Karp']","['Michael B. Jordan', 'Juno Temple', 'Tracy Morgan', 'Cedric the Entertainer', 'Justina Machado', 'Nate Torrence', 'Camden Brooks', 'Táta Vega', 'Ambika Mod', 'Lolly Adefope']"
373001,El Cementerio de los Elefantes,,,['Drama'],[],Tonchy Antezana,['Tonchy Antezana'],"['Christian Castillo', 'Fernando Peredo', 'Augusto Hinojosa', 'Wilson Laura', 'Julio Lazo', 'Rosa Paye', 'Eduardo Rojas', 'Angel Terceros']"
753230,The Three Deaths of Marisela Escobedo,"After the death of her daughter at the hand of her boyfriend, Marisela Escobedo began to fight for justice not only against the murderer but also against the corrupt Mexican judicial system.",,"['Documentary', 'Crime']",['vindictive'],Carlos Pérez Osorio,[],"['Juan Manuel Fraire Escobedo', 'Alejandro Fraire', 'Blanca Escobedo', 'Patricia González', 'Ruth Fierro', 'Noel Rodríguez', 'Leticia Carreón', 'Arturo Nahle', 'Gabino Gómez', 'Lucha Castro']"
1628123,BTS THE COMEBACK LIVE | ARIRANG,BTS is back. The iconic group returns to the stage for a live reunion concert to perform legendary hits and unveil brand-new tracks.,,"['Music', 'Documentary']","['concert', 'comeback', 'live', 'boy band', 'live music', 'k-pop', 'seoul, south korea', 'event', 'music live']",Hamish Hamilton,['Hamish Hamilton'],"['RM', 'Jin', 'SUGA', 'j-hope', 'Jimin', 'V', 'Jung Kook']"
1022102,BTS: Permission to Dance on Stage - LA,"Purple colors the city of Los Angeles, as BTS brings their ""Permission to Dance"" concert to SoFi Stadium for the first time in two years. In a stadium radiating anticipation and cheer, splendid performances from ""On"" to ""Permission to Dance"" glorify the stage that now comes to life on screen. Be united once again by the power of music.",,"['Music', 'Documentary']","['concert', 'live performance', 'concert film', 'k-pop']",Park Jun-soo,['Tori Rose'],"['RM', 'Jin', 'SUGA', 'j-hope', 'Jimin', 'V', 'Jung Kook']"
278,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",Fear can hold you prisoner. Hope can set you free.,"['Drama', 'Crime']","['prison', 'friendship', 'police brutality', 'corruption', 'based on novel or book', 'freedom', 'hope', 'prison cell', 'delinquent', 'redemption', 'parole board', 'prison escape', 'wrongful imprisonment', 'interracial friendship', 'framed for murder', '1940s', 'voiceover', 'sentimental']",Frank Darabont,['Frank Darabont'],"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'William Sadler', 'Clancy Brown', 'Gil Bellows', 'James Whitmore', 'Mark Rolston', 'Jeffrey DeMunn', 'Larry Brandenburg']"
936075,Michael,"The story of Michael Jackson, one of the most influential artists the world has ever known, and his life beyond the music. His journey from the discovery of his extraordinary talent as the lead of the Jackson Five, to the visionary artist whose creative ambition fueled a relentless pursuit to become the biggest entertainer in the world, highlighting both his life off-stage and some of the most iconic performances from his early solo career.",Discover the making of a king.,"['Music', 'Drama']","['child abuse', 'sibling relationship', '1970s', 'abusive father', 'ambition', 'biography', 'singer', 'period drama', 'music history', 'price of fame', 'singer-songwriter', 'rise to fame', '1980s', '1960s', 'music', 'biographical drama', 'music drama', 'biopic']",Antoine Fuqua,['John Logan'],"['Jaafar Jackson', 'Colman Domingo', 'Nia Long', 'Juliano Krue Valdi', 'Miles Teller', 'KeiLyn Durrel Jones', 'Kendrick Sampson', 'Joseph David-Jones', 'Rhyan Hill', 'Jamal Henderson']"
20227,Michael Jackson: Live in Bucharest - The Dangerous Tour,"Michael Jackson's ""Dangerous Tour"" still sets the bar high for every touring artist today. Outdoing himself with the ""Bad Tour"", which was already considered the ultimate, the gigantic stage setting consisting of 20 trucks and a lavish arsenal of personnel took almost three days to set up - that alone is a logistical superlative for a worldwide tour with 69 concert stops and 3.5 million fans. The highlights of the show included pyrotechnic effects, several stage illusions and a stuntman. True to his aim of spreading love around the world, Jackson donated the proceeds from the tour (over $100 million) to charity. On October 1, 1992, the image and sound recordings that are hotly sought after by Jackson fans around the world were also made. The concert recording, which was broadcast on the HBO channel, picked up in 60 countries and also transmitted by countless radio stations, still inspires people around the globe.",,['Music'],"['concert', 'pop', 'live performance', 'bucharest, romania', 'lia manoliu']",Andrew Morahan,[],"['Michael Jackson', 'Siedah Garrett', 'David Williams', 'Jennifer Batten', 'Don Boyette', 'Ricky Lawson', 'Darryl Phinnessee', 'Dorian Holley', 'Brad Buxer', 'Greg Phillinganes']"
687163,Project Hail Mary,"Science teacher Ryland Grace wakes up on a spaceship light years from home with no recollection of who he is or how he got there. As his memory returns, he begins to uncover his mission: solve the riddle of the mysterious substance causing the sun to die out. He must call on his scientific knowledge and unorthodox ideas to save everything on Earth from extinction.",Believe in the Hail Mary.,"['Science Fiction', 'Adventure']","['friendship', 'coma', 'based on novel or book', 'bravery', 'sun', 'language barrier', 'space travel', 'space mission', 'alien', 'space', 'memory loss', 'suicide mission', 'astronaut', 'scientist', 'science teacher', 'save the planet', 'spaceship', 'wistful', 'interspecies friendship', 'suspenseful', 'sentimental', 'awestruck']",Phil Lord,['Drew Goddard'],"['Ryan Gosling', 'Sandra Hüller', 'James Ortiz', 'Lionel Boyce', 'Milana Vayntrub', 'Ken Leung', 'Priya Kansara', 'Mia Soteriou', 'Annelle Olaleye', 'Maya Eva Hosein']"
612304,Divaldo Franco,"Born in the small town of Feira de Santana, in the interior of Bahia, Divaldo has lived with mediumship since he was 4 years old. Disturbed by what he sees, rejected by other children and repressed by his father, the boy does not have an easy childhood. At 17, he is convinced that it is useless to try to deny his gift. With the support of his mother, he comes into contact with Spiritism and moves to Salvador to study the doctrine. Under the guidance of his spiritual guide, Joanna de Ângelis, the young man overcomes the homesickness and the loneliness of the big city and embraces his mission. A few years later, that strange boy from Feira de Santana becomes one of the most important mediums of all time and gives up his personal life to dedicate himself to charity.",,['Drama'],[],Clovis Mello,"['Luciane Toffoli', 'Clovis Mello']","['Bruno Garcia', 'Regiane Alves', 'Marcos Veras', 'Ghilherme Lobo', 'Laila Garin', 'Caco Monteiro', 'Ana Cecília Costa', 'Osvaldo Mil']"
1333100,Attack on Titan: THE LAST ATTACK,"A colossal-sized omnibus film bringing together the last two episodes of Attack on Titan in the franchise's first-ever theatrical experience. After venturing beyond the walls and separated from his comrades, Eren finds himself inspired by this new truth and plots the ""Rumbling,"" a terrifying plan to eradicate every living thing in the world. With the fate of the world hanging in the balance, a motley crew of Eren's former comrades and enemies scramble to halt his deadly mission. The only question is, can they stop him?",See for yourself the end of their story.,"['Animation', 'Action', 'Adventure', 'Drama']","['dystopia', 'giant monster', 'compilation', 'based on manga', 'aftercreditsstinger', 'edited from tv series', 'shounen', 'anime', 'suspenseful', 'complicated', 'powerful', 'straightforward', 'tragic']",Yuichiro Hayashi,['Hiroshi Seko'],"['Yuki Kaji', 'Yui Ishikawa', 'Marina Inoue', 'Hiroshi Kamiya', 'Yu Shimamura', 'Romi Park', 'Yoshimasa Hosoya', 'Kisho Taniyama', 'Hiro Shimono', 'Koji Hiwatari']"
238,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",An offer you can't refuse.,"['Drama', 'Crime']","['based on novel or book', 'loss of loved one', 'love at first sight', 'italy', 'gangster', 'symbolism', 'patriarch', 'europe', 'organized crime', 'mafia', 'religion', 'revenge motive', 'crime family', 'sicilian mafia', 'religious hypocrisy', 'gun violence', 'rise to power', 'gang violence', '1940s', '1950s', 'mafia war', 'intense', 'distressing', 'oscar winner']",Francis Ford Coppola,"['Francis Ford Coppola', 'Mario Puzo']","['Marlon Brando', 'Al Pacino', 'James Caan', 'Robert Duvall', 'Richard S. Castellano', 'Diane Keaton', 'Talia Shire', 'Gianni Russo', 'Sterling Hayden', 'John Marley']"
122019,Macario,"Poor, hungry peasant Macario longs for just one good meal on the Day of the Dead. After his wife cooks a turkey for him, he meets three apparitions, the Devil, God, and Death. Each asks him to share his turkey, but he refuses all except Death. In return, Death gives him a bottle of water which will heal any illness. Soon, Macario is more wealthy than the village doctor, which draws the attention of the feared Inquisition.","Macabre, haunting and wonderful","['Drama', 'Fantasy']","['mexico', 'based on novel or book', 'inquisition', 'hunger', 'hunger strike', 'torture', 'devil', 'death', 'starvation', 'depiction of god', 'starving child', 'día de muertos', 'religious allegory']",Roberto Gavaldón,"['Emilio Carballido', 'Roberto Gavaldón']","['Ignacio López Tarso', 'Pina Pellicer', 'Enrique Lucero', 'Mario Alberto Rodríguez', 'José Gálvez', 'Eduardo Fajardo', 'Consuelo Frank', 'José Dupeyrón', 'Celia Tejeda', 'Luis Aceves Castañeda']"
1031774,Thriller 40,"Forty years after the release of Michael Jackson’s ‘Thriller,’ the best-selling album of all-time, director Nelson George takes fans back in time to the making of a pop masterpiece, featuring never-before-seen footage and candid interviews.",The album that changed it all.,"['Documentary', 'Music']","['pop star', 'music documentary']",Nelson George,[],"['Michael Jackson', 'Quincy Jones', 'Paul McCartney', 'Usher', 'Mary J. Blige', 'Mark Ronson', 'Ed Eckstine', 'John Branca', 'Misty Copeland', 'Matt Forger']"
1601797,¿Quieres ser mi novia?,"Javi and Lu's relationship faces dangerous territory as old and new temptations emerge: a young woman reigniting Javi's chemistry and a mature man pursuing Lu. Through humor, entanglements, and surprises, their love is tested.",Love knows no age.,"['Comedy', 'Romance']","['love', 'relación']",Ihtzi Hurtado,['Ihtzi Hurtado'],"['Ludwika Paleta', 'Juanpa Zurita', 'Harold Azuara', 'Yuriria del Valle', 'Moisés Arizmendi', 'Claudette Maillé']"
1630423,My Dearest Assassin,"Hunted for her rare blood type, a caged woman vows to fight alongside the assassin she loves to protect their future when an old enemy resurfaces.","Love, Sacrifice and Vengeance.","['Action', 'Drama', 'Romance']","['cynical', 'brisk']",Taweewat Wantha,['Wattana Weerayawattana'],"['Pimchanok Luevisadpaibul', 'Thanapob Leeratanakachorn', 'Sivakorn Adulsuttikul', 'Chartayodom Hiranyatithi', 'Theerachai Wimolchaireuk', 'Teerawat Mulvilai', 'Dan Chupong', 'Kessarin Ektawatkul', 'Chanudom Suksathit', 'Nikorn Saetang']"
63513,Lady Gaga Presents: The Monster Ball Tour at Madison Square Garden,"Lady Gaga Presents The Monster Ball Tour at Madison Square Garden is a 2011 concert special documenting the February 21 and 22, 2011 shows of Lady Gaga's The Monster Ball Tour. It features concert footage as well as pre-concert and backstage content.",Paws Up,"['Music', 'Documentary']","['dance', 'concert', 'pop', 'singer', 'live performance', 'singer-songwriter', 'actress']",Laurieann Gibson,[],"['Lady Gaga', 'Liza Minnelli', 'Amanda Balen', 'Allison Hagendorf', 'Graham Breitenstein', ""Molly D'Amour"", 'Mainda Dennis', 'Montana Efaw', 'Mark Kanemura', 'Ian McKenzie']"
529414,Franco Escamilla: por la anécdota,Mexican stand-up comedian Franco Escamilla draws his jokes from real-life experiences -- and he's willing to do anything for new material. He's not afraid to make generalizations about how men bathe. But he is scared to talk to strangers. Especially at funerals.,,['Comedy'],['comedian'],Ulises Valencia,['Franco Escamilla'],['Franco Escamilla']
553674,Chivas: The Movie,"A documentary that chronicles the recent years of the famous C.D. Guadalajara, a Mexican football club commonly known as 'Chivas', their ups and downs, victories and struggles.",,['Documentary'],"['football (soccer)', 'chivas', 'chicharito', 'liga mx']",Rubén Bañuelos,[],['Matias Almeyda']
18942,Nirvana: Unplugged In New York,"A live album by American rock band Nirvana, the album features an acoustic performance recorded at Sony Music Studios in New York City on 18 November 1993, for the television series MTV Unplugged.",,"['Music', 'Documentary']","['grunge', 'nirvana', 'live performance', 'concert film', 'woman director', 'unplugged', 'mtv unplugged', 'kurt cobain']",Beth McCarthy-Miller,[],"['Kurt Cobain', 'Krist Novoselic', 'Dave Grohl', 'Pat Smear', 'Lori Goldston', 'Curt Kirkwood', 'Cris Kirkwood']"
1330021,Remarkably Bright Creatures,"Through unlikely bonds formed during night shifts at a local aquarium, Tova, an elderly widow, learns of a life-changing discovery that may bring her joy and wonder once again.",Brighter together.,"['Drama', 'Mystery', 'Fantasy']","['aquarium', 'octopus', 'british columbia', 'complex', 'washington', 'loss of child', 'based on young adult novel', 'adoring', 'fictional town']",Olivia Newman,"['Olivia Newman', 'John Whittington']","['Sally Field', 'Lewis Pullman', 'Colm Meaney', 'Alfred Molina', 'Joan Chen', 'Kathy Baker', 'Beth Grant', ""Sofia Black-D'Elia"", 'Brandon McEwan', 'Donald Sales']"
240,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",The rise and fall of the Corleone empire.,"['Drama', 'Crime']","[""new year's eve"", 'new york city', 'based on novel or book', 'italian american', 'cuba', 'italy', 'gangster', 'praise', 'blackmail', 'symbolism', 'senator', 'sequel', 'revenge', 'murder', 'betrayal', 'organized crime', 'extortion', 'mafia', 'lawyer', 'suburb', 'sicilian mafia', 'corrupt politician', 'macabre', '1950s', 'new year', 'violence']",Francis Ford Coppola,"['Francis Ford Coppola', 'Mario Puzo']","['Al Pacino', 'Robert Duvall', 'Diane Keaton', 'Robert De Niro', 'John Cazale', 'Talia Shire', 'Lee Strasberg', 'Michael V. Gazzo', 'G.D. Spradlin', 'Richard Bright']"
424,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,"Whoever saves one life, saves the world entire.","['Drama', 'History', 'War']","['factory', 'hero', 'nazi', 'concentration camp', 'ss (nazi schutzstaffel)', 'holocaust (shoah)', 'world war ii', 'ghetto', 'jew persecution', 'kraków, poland', 'defense industry', 'auschwitz-birkenau concentration camp', 'biography', 'based on true story', 'industrialist', 'historical fiction', 'black and white', 'train', 'period drama', 'poland', 'evil', 'historical drama', 'disheartening']",Steven Spielberg,['Steven Zaillian'],"['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes', 'Caroline Goodall', 'Jonathan Sagall', 'Embeth Davidtz', 'Małgorzata Gebel', 'Shmuel Levy', 'Mark Ivanir', 'Béatrice Macola']"
389,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",It explodes like 12 sticks of dynamite!,['Drama'],"['death penalty', 'anonymity', 'court case', 'judge', 'jurors', 'innocence', 'witness', 'knife', 'matter of life and death', 'based on play or musical', 'trial', 'murder', 'debate', 'capital punishment', 'black and white', 'courtroom', 'angry', 'courtroom drama', 'huis clos', 'baffled', 'derisive', 'foreboding']",Sidney Lumet,['Reginald Rose'],"['Martin Balsam', 'John Fiedler', 'Lee J. Cobb', 'E.G. Marshall', 'Jack Klugman', 'Edward Binns', 'Jack Warden', 'Henry Fonda', 'Joseph Sweeney', 'Ed Begley']"
1302151,Mesa de regalos,"Nicolás and Antonia are two inseparable friends who are far from the emotional and professional stability that all their acquaintances have achieved. After attending countless weddings, they come up with a plan as bold as it is ingenious: to fund their dreams by organizing their own fake wedding! They announce their ""secret love,"" plan a big celebration, and at the crucial moment, Antonia is to leave Nicolás standing at the altar. Confident that the scandal will discourage guests from claiming their gifts, they plan to split the loot. However, unexpected feelings begin to arise, which could complicate their brilliant plan.","The perfect wedding, the perfect plan.",['Comedy'],[],Noé Santillán-López,"['Juan Carlos Aparicio', 'Mateo Stivelberg', 'Daniela Richer']","['José Eduardo Derbez', 'Cassandra Sánchez Navarro', 'Verónica Bravo', 'Irán Castillo', 'José Antonio Toledano', 'Ariel López Padilla', 'Gustavo Egelhaaf', 'Nicolasa Ortíz Monasterio', 'Daniel Tovar', 'Paola Fernández']"
1232449,Young Hearts,"14-year-old Elias increasingly feels like an outsider in his village. When he meets his new neighbour of the same age, Alexander, Elias is confronted with his burgeoning sexuality.",,"['Drama', 'Romance']","['coming out', 'friendship', 'sexuality', 'identity crisis', 'male friendship', 'coming of age', 'love', 'teenage boy', 'first love', 'lgbt', 'lgbt teen', 'grandfather grandson relationship', 'gay theme', 'playful', 'male', ""boys' love (bl)"", 'boy', 'gay teenager', 'amused', 'young hearts']",Anthony Schatteman,['Anthony Schatteman'],"['Lou Goossens', 'Marius De Saeger', 'Geert Van Rampelberg', 'Emilie De Roo', 'Dirk van Dijck', 'Jul Goossens', 'Ezra van Dongen', 'Olivier Englebert', 'Olga De Saeger', 'Wim Opbrouck']"
1338799,JUJUTSU KAISEN: Hidden Inventory / Premature Death - The Movie,"Pursued by a religious cult and other curse users, former friends Satoru Gojo and Suguru Geto are the only sorcerers capable of carrying the difficult task of protecting Riko Amanai, a student who has been designated to be sacrificed as the Star Plasma Vessel, until she can fulfill her duty.","The bond of the strongest duo, a time they lost forever...","['Animation', 'Action', 'Fantasy']","['supernatural', 'prequel', 'compilation', 'based on manga', 'school life', 'edited from tv series', 'shounen', 'anime', 'japanese high school']",Shota Goshozono,['Hiroshi Seko'],"['Yuichi Nakamura', 'Takahiro Sakurai', 'Anna Nagase', 'Takehito Koyasu', 'Aya Endo', 'Risa Shimizu']"
912826,Rubius X,"On the 10th anniversary of the publication of his first video on the Internet, ""Rubius X"" is a documentary that deals with the origin, motivation and secrets behind Rubius, one of the most followed Spanish content creators in the world. A review of the history of a pioneer, the icon of a whole generation, who represents like few others the revolution of the new digital media.",,['Documentary'],"['rubius', 'twitch streamer', 'spanish', 'youtuber', 'digital media']",Pedro Ample,[],"['Rubén Doblas Gundersen', 'Miguel Ángel Rogel', 'Alejandro Bravo Yañez', 'Abraham Bandera', 'Irina Isasia', 'Bente Gundersen', 'Irene Cívico']"
129,Spirited Away,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",Beyond the tunnel was a mysterious town.,"['Animation', 'Family', 'Fantasy']","['witch', 'parent child relationship', 'darkness', 'bath house', 'magic', 'spirit', 'parallel world', 'amusement park', 'youkai', 'japanese mythology', 'anime']",Hayao Miyazaki,['Hayao Miyazaki'],"['Rumi Hiiragi', 'Miyu Irino', 'Mari Natsuki', 'Takashi Naito', 'Yasuko Sawaguchi', 'Tatsuya Gashûin', 'Ryunosuke Kamiki', 'Yumi Tamai', 'Yo Oizumi', 'Koba Hayashi']"
1383731,Protector,"Nikki's life is shattered when her daughter is kidnapped. Thrust into the criminal underworld while hunted by cops and military, she must fight to rescue her child.",Mother. Savior. Killer...,"['Action', 'Thriller']","['kidnapping', 'rescue mission', 'war hero', 'underworld', 'action']",Adrian Grünberg,['Mun-Bong Seub'],"['Milla Jovovich', 'Matthew Modine', 'Isabel Myers', 'D. B. Sweeney', 'Don Harvey', 'Michael Stahl-David', 'Lydia Hull', 'Chase Kim', 'Brooklyn Sudano', 'Gabriel Sloyer']"
1130276,Succubus,A new father going through a marital separation joins a dating app and matches with a beautiful but mysterious young woman... whose powers of seduction and manipulation entangle him in a mystery more horrifying than he could have ever imagined.,,"['Horror', 'Thriller']",[],R.J. Daniel Hanna,['R.J. Daniel Hanna'],"['Brendan Bradley', 'Rachel Cook', 'Olivia Grace Applegate', 'Derek Smith', 'Emily Kincaid', 'Ron Perlman', 'Rosanna Arquette']"
155,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",Welcome to a world without rules.,"['Action', 'Crime', 'Thriller']","['sadism', 'chaos', 'secret identity', 'crime fighter', 'superhero', 'anti hero', 'scarecrow', 'based on comic', 'vigilante', 'organized crime', 'tragic hero', 'anti villain', 'criminal mastermind', 'district attorney', 'super power', 'super villain', 'neo-noir', 'bold']",Christopher Nolan,"['Jonathan Nolan', 'Christopher Nolan', 'David S. Goyer']","['Christian Bale', 'Heath Ledger', 'Aaron Eckhart', 'Michael Caine', 'Maggie Gyllenhaal', 'Gary Oldman', 'Morgan Freeman', 'Monique Gabriela Curnen', 'Ron Dean', 'Cillian Murphy']"
1591834,Familia a la deriva,"To make up for lost time with his four children, a charismatic car salesman organizes a Caribbean yacht trip that quickly spirals into an out-of-control adventure filled with mix-ups, laughs, and second chances.",A comedy for the whole family,"['Family', 'Comedy']","['workaholic', 'family vacation', 'family problems', 'car seller', 'adventure comedy']",Alfonso Pineda Ulloa,"['Marcos Osorio Vidal', 'Jorge Edelstein']","['Mauricio Ochmann', 'Memo Villegas', 'Irán Castillo', 'Farah Justiniani', 'Ana Gonzalez Bello', 'Carolina Benrey']"
19404,Dilwale Dulhania Le Jayenge,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.","Come… fall In love, all over again…","['Comedy', 'Drama', 'Romance']","[""family's daily life"", 'family history', 'love-hate relationship', 'family drama', 'love affair']",Aditya Chopra,['Aditya Chopra'],"['Kajol', 'Shah Rukh Khan', 'Amrish Puri', 'Farida Jalal', 'Anupam Kher', 'Pooja Ruparel', 'Parmeet Sethi', 'Satish Shah', 'Mandira Bedi', 'Achala Sachdev']"
497,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",Paul Edgecomb didn't believe in miracles. Until the day he met one.,"['Fantasy', 'Drama', 'Crime']","['mentally disabled', 'death penalty', 'based on novel or book', 'southern usa', 'psychopath', 'death row', 'jail guard', 'supernatural', 'great depression', 'prison guard', 'jail', 'electric chair', 'capital punishment', 'torture', 'magic realism', 'healing', '1930s', 'abuse of power', 'prison drama']",Frank Darabont,['Frank Darabont'],"['Tom Hanks', 'David Morse', 'Bonnie Hunt', 'Michael Clarke Duncan', 'James Cromwell', 'Michael Jeter', 'Graham Greene', 'Doug Hutchison', 'Sam Rockwell', 'Barry Pepper']"
122,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",The eye of the enemy is moving.,"['Adventure', 'Fantasy', 'Action']","['army', 'based on novel or book', 'elves', 'dwarf', 'magic', 'kingdom', 'obsession', 'bravery', 'castle', 'volcano', 'giant spider', 'sequel', 'honor', 'king', 'madness', 'split personality', 'fantasy world', 'wizard', 'epic battle', 'journey', 'ring', 'companionship', 'magical creature', 'quest', 'live action and animation', ""hero's journey"", 'high fantasy', 'wraith', 'sword and sorcery', 'power madness', 'trekking', 'good versus evil', 'sword making', 'winged creatures', 'epic fantasy']",Peter Jackson,"['Fran Walsh', 'Philippa Boyens', 'Peter Jackson']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin', 'Andy Serkis', 'Dominic Monaghan', 'Billy Boyd', 'John Noble', 'David Wenham', 'Miranda Otto']"
1181678,¿Quieres ser mi hijo?,"Lu, a conformist woman in her forties, learns that her 15-year partner has been having extramarital affairs. Starting from scratch, she gets involved in an unexpected relationship with a young womanizer.",,"['Comedy', 'Romance']",[],Ihtzi Hurtado,['Ihtzi Hurtado'],"['Ludwika Paleta', 'Juanpa Zurita', 'Hernán Mendoza', 'Harold Azuara', 'Agustín Arana', 'Yuriria del Valle', 'Karla Rico', 'Jorge Gidi', 'Isabel Gonzalez', 'Macarena Oz']"
496243,Parasite,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",Act like you own the place.,"['Comedy', 'Thriller', 'Drama']","['dark comedy', 'con artist', 'social commentary', 'working class', 'infiltration', 'psychological thriller', 'class differences', 'family', 'unemployed', 'domestic worker', 'wealthy family', 'south korea', 'introspective', 'caste violence', 'seoul, south korea', 'anti-capitalist', 'oscar winner']",Bong Joon Ho,"['Han Jin-won', 'Bong Joon Ho']","['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-shik', 'Park So-dam', 'Lee Jung-eun', 'Jang Hye-jin', 'Park Myung-hoon', 'Jung Zi-so', 'Jung Hyeon-jun']"
